id,total,name,bez,stark_sinkend,leicht_sinkend,kein_starker_trend,leicht_steigend,stark_steigend,search,bbox,center
09463,0,Coburg,ks,0,0,0,0,0,coburg kreisfreie stadt,"10.8874,50.2217,11.0639,50.2986","10.9644,50.2639"
09464,0,Hof,ks,0,0,0,0,0,hof kreisfreie stadt,"11.8074,50.2671,11.9721,50.355","11.8973,50.3108"
09471,4,Bamberg,lk,0,0,4,0,0,bamberg landkreis,"10.4399,49.7211,11.2526,50.0953","10.8836,49.8934"
09472,12,Bayreuth,lk,3,2,3,1,3,bayreuth landkreis,"11.1843,49.6139,11.9039,50.1336","11.5551,49.8838"
09473,1,Coburg,lk,0,0,0,0,1,coburg landkreis,"10.7125,50.088,11.2018,50.3968","10.9423,50.2679"
09474,0,Forchheim,lk,0,0,0,0,0,forchheim landkreis,"10.9128,49.5873,11.3886,49.8746","11.1731,49.721"
09475,1,Hof,lk,0,0,1,0,0,hof landkreis,"11.5286,50.1032,12.1621,50.4247","11.8192,50.2732"
09476,0,Kronach,lk,0,0,0,0,0,kronach landkreis,"11.1685,50.1593,11.6104,50.5232","11.372,50.328"
09477,3,Kulmbach,lk,0,0,2,1,0,kulmbach landkreis,"11.2508,49.9346,11.6899,50.2685","11.4823,50.1026"
09478,0,Lichtenfels,lk,0,0,0,0,0,lichtenfels landkreis,"10.8746,49.9896,11.3636,50.2187","11.1169,50.1093"
09479,1,Wunsiedel i. Fichtelgebirge,lk,0,0,1,0,0,wunsiedel i. fichtelgebirge landkreis,"11.7891,49.9707,12.2754,50.2277","12.0419,50.0901"
09561,0,Ansbach,ks,0,0,0,0,0,ansbach kreisfreie stadt,"10.4543,49.2337,10.6568,49.3437","10.5636,49.2922"
09562,0,Erlangen,ks,0,0,0,0,0,erlangen kreisfreie stadt,"10.9163,49.5331,11.0534,49.6457","10.9781,49.5823"
09563,0,Fürth,ks,0,0,0,0,0,fürth kreisfreie stadt,"10.8932,49.4365,11.0286,49.5411","10.9654,49.4914"
09564,0,Nürnberg,ks,0,0,0,0,0,nürnberg kreisfreie stadt,"10.9879,49.3319,11.2801,49.5403","11.0827,49.4362"
09565,0,Schwabach,ks,0,0,0,0,0,schwabach kreisfreie stadt,"10.9704,49.2934,11.0874,49.3759","11.0236,49.3356"
09571,2,Ansbach,lk,0,0,2,0,0,ansbach landkreis,"10.0947,48.9768,10.9134,49.492","10.4681,49.2481"
09572,3,Erlangen-Höchstadt,lk,0,1,2,0,0,erlangen-höchstadt landkreis,"10.5918,49.4713,11.2886,49.7882","10.9149,49.64"
09573,0,Fürth,lk,0,0,0,0,0,fürth landkreis,"10.6804,49.3546,11.0262,49.549","10.8497,49.4467"
09574,2,Nürnberger Land,lk,0,1,0,1,0,nürnberger land landkreis,"11.1283,49.3022,11.6016,49.7151","11.3694,49.4919"
09575,0,Neustadt a.d. Aisch-Bad Windsheim,lk,0,0,0,0,0,neustadt a.d. aisch-bad windsheim landkreis,"10.0696,49.4101,10.8214,49.7563","10.4653,49.5695"
09576,3,Roth,lk,1,1,1,0,0,roth landkreis,"10.8372,48.9979,11.4265,49.3916","11.1236,49.2029"
09577,2,Weißenburg-Gunzenhausen,lk,0,1,1,0,0,weißenburg-gunzenhausen landkreis,"10.6302,48.8594,11.2014,49.205","10.8937,49.0327"
09661,0,Aschaffenburg,ks,0,0,0,0,0,aschaffenburg kreisfreie stadt,"9.0801,49.9206,9.2378,50.0213","9.1458,49.9639"
09662,0,Schweinfurt,ks,0,0,0,0,0,schweinfurt kreisfreie stadt,"10.1653,50.0094,10.2751,50.0948","10.2209,50.0471"
09663,0,Würzburg,ks,0,0,0,0,0,würzburg kreisfreie stadt,"9.8717,49.7102,10.0144,49.8456","9.9409,49.7847"
09671,4,Aschaffenburg,lk,1,0,1,0,2,aschaffenburg landkreis,"8.9759,49.8325,9.4863,50.1494","9.238,50.0081"
09672,2,Bad Kissingen,lk,0,0,2,0,0,bad kissingen landkreis,"9.6232,50.0297,10.3701,50.4259","9.9647,50.2225"
09673,1,Rhön-Grabfeld,lk,1,0,0,0,0,rhön-grabfeld landkreis,"9.9204,50.1964,10.6114,50.5642","10.2549,50.3713"
09674,0,Haßberge,lk,0,0,0,0,0,haßberge landkreis,"10.3203,49.8552,10.8793,50.2365","10.607,50.0629"
09675,0,Kitzingen,lk,0,0,0,0,0,kitzingen landkreis,"10.04,49.5899,10.555,49.9159","10.256,49.7532"
09676,4,Miltenberg,lk,0,3,1,0,0,miltenberg landkreis,"9.0333,49.5736,9.4789,49.9384","9.2348,49.7573"
09677,3,Main-Spessart,lk,0,0,3,0,0,main-spessart landkreis,"9.3728,49.7445,10.0462,50.2435","9.6627,49.9936"
09678,1,Schweinfurt,lk,0,0,1,0,0,schweinfurt landkreis,"9.9571,49.8207,10.5313,50.2317","10.26,50.0169"
09679,0,Würzburg,lk,0,0,0,0,0,würzburg landkreis,"9.6254,49.4804,10.1892,49.9536","9.9274,49.7376"
09761,2,Augsburg,ks,0,0,2,0,0,augsburg kreisfreie stadt,"10.7642,48.2582,10.9592,48.4587","10.8855,48.3456"
09762,0,Kaufbeuren,ks,0,0,0,0,0,kaufbeuren kreisfreie stadt,"10.5512,47.8409,10.6611,47.9218","10.6161,47.8799"
09763,0,Kempten (Allgäu),ks,0,0,0,0,0,kempten (allgäu) kreisfreie stadt,"10.2331,47.6951,10.3779,47.7779","10.3081,47.7382"
09764,1,Memmingen,ks,0,0,1,0,0,memmingen kreisfreie stadt,"10.0847,47.9157,10.234,48.0475","10.1631,47.9788"
09771,5,Aichach-Friedberg,lk,1,3,1,0,0,aichach-friedberg landkreis,"10.8642,48.1916,11.3117,48.6202","11.0528,48.4276"
09772,6,Augsburg,lk,0,0,5,1,0,augsburg landkreis,"10.4948,48.0892,10.987,48.6386","10.7321,48.3543"
09773,9,Dillingen a.d. Donau,lk,0,2,7,0,0,dillingen a.d. donau landkreis,"10.2544,48.4711,10.7857,48.7576","10.5278,48.5964"
09774,3,Günzburg,lk,0,1,2,0,0,günzburg landkreis,"10.1339,48.1601,10.5995,48.5277","10.3811,48.3528"
09775,28,Neu-Ulm,lk,3,5,17,1,2,neu-ulm landkreis,"9.9673,48.1085,10.3152,48.4775","10.1412,48.2982"
09776,0,Lindau (Bodensee),lk,0,0,0,0,0,lindau (bodensee) landkreis,"9.6021,47.5286,10.0773,47.687","9.8829,47.6052"
09777,4,Ostallgäu,lk,0,0,4,0,0,ostallgäu landkreis,"10.326,47.5139,10.9528,48.1115","10.6397,47.77"
09778,11,Unterallgäu,lk,1,2,8,0,0,unterallgäu landkreis,"10.0768,47.8201,10.7079,48.2297","10.3892,48.0398"
09779,7,Donau-Ries,lk,0,0,6,1,0,donau-ries landkreis,"10.4015,48.5841,11.0416,49.036","10.7123,48.8069"
09780,3,Oberallgäu,lk,0,1,2,0,0,oberallgäu landkreis,"9.9583,47.2701,10.5116,47.8636","10.2586,47.5727"
10041,0,Regionalverband Saarbrücken,lk,0,0,0,0,0,regionalverband saarbrücken landkreis,"6.7112,49.1119,7.1372,49.3777","6.9573,49.2514"
10042,0,Merzig-Wadern,lk,0,0,0,0,0,merzig-wadern landkreis,"6.3569,49.3722,6.963,49.6134","6.6805,49.4958"
10043,0,Neunkirchen,lk,0,0,0,0,0,neunkirchen landkreis,"6.9169,49.2873,7.2926,49.4413","7.1172,49.3757"
10044,0,Saarlouis,lk,0,0,0,0,0,saarlouis landkreis,"6.5373,49.2153,6.9893,49.5017","6.7756,49.3554"
10045,0,Saarpfalz-Kreis,lk,0,0,0,0,0,saarpfalz-kreis landkreis,"7.0621,49.1149,7.4038,49.4082","7.2422,49.2487"
10046,0,St. Wendel,lk,0,0,0,0,0,st. wendel landkreis,"6.8904,49.4092,7.3099,49.6394","7.1004,49.5196"
11000,388,Berlin,ks,12,26,137,83,130,berlin kreisfreie stadt,"13.0883,52.3382,13.7605,52.6754","13.4019,52.5015"
12051,10,Brandenburg an der Havel,ks,0,3,6,1,0,brandenburg an der havel kreisfreie stadt,"12.3612,52.3115,12.7259,52.5418","12.5195,52.4028"
12052,5,Cottbus,ks,0,0,5,0,0,cottbus kreisfreie stadt,"14.2733,51.6925,14.5013,51.8642","14.3663,51.7726"
12053,17,Frankfurt (Oder),ks,6,1,9,1,0,frankfurt (oder) kreisfreie stadt,"14.3948,52.2528,14.6014,52.3982","14.4903,52.3248"
12054,18,Potsdam,ks,1,6,10,0,1,potsdam kreisfreie stadt,"12.8884,52.3429,13.1659,52.5148","13.0287,52.4262"
12060,53,Barnim,lk,10,7,20,7,9,barnim landkreis,"13.3964,52.5442,14.1566,53.0585","13.7037,52.8232"
12061,44,Dahme-Spreewald,lk,6,5,31,1,1,dahme-spreewald landkreis,"13.411,51.727,14.4534,52.4206","13.82,52.0423"
12062,47,Elbe-Elster,lk,0,8,30,5,4,elbe-elster landkreis,"13.051,51.3676,13.8903,51.8861","13.4596,51.6123"
12063,49,Havelland,lk,1,9,38,1,0,havelland landkreis,"12.1418,52.439,13.1665,52.8105","12.6283,52.6208"
12064,132,Märkisch-Oderland,lk,9,15,98,9,1,märkisch-oderland landkreis,"13.6105,52.374,14.6398,52.9033","14.1465,52.6067"
12065,84,Oberhavel,lk,6,15,41,9,13,oberhavel landkreis,"12.825,52.5867,13.5209,53.2511","13.2053,52.9068"
12066,20,Oberspreewald-Lausitz,lk,1,4,9,1,5,oberspreewald-lausitz landkreis,"13.6341,51.359,14.2175,51.9031","13.9436,51.6163"
12067,88,Oder-Spree,lk,18,19,46,3,2,oder-spree landkreis,"13.667,51.9999,14.7591,52.5028","14.2191,52.244"
12068,82,Ostprignitz-Ruppin,lk,1,9,56,10,6,ostprignitz-ruppin landkreis,"12.1202,52.6813,13.0568,53.3213","12.636,52.9914"
12069,78,Potsdam-Mittelmark,lk,13,16,47,1,1,potsdam-mittelmark landkreis,"12.2168,51.9793,13.3128,52.5571","12.6892,52.2463"
12070,17,Prignitz,lk,0,0,15,2,0,prignitz landkreis,"11.2657,52.8757,12.4189,53.3714","11.9619,53.1093"
12071,27,Spree-Neiße,lk,4,3,11,4,5,spree-neiße landkreis,"14.0729,51.505,14.7657,52.0577","14.4331,51.7586"
12072,74,Teltow-Fläming,lk,18,17,37,2,0,teltow-fläming landkreis,"12.7698,51.7909,13.653,52.4116","13.276,52.0731"
12073,54,Uckermark,lk,5,9,34,5,1,uckermark landkreis,"13.2397,52.9315,14.4506,53.5587","13.8613,53.2059"
13003,0,Rostock,ks,0,0,0,0,0,rostock kreisfreie stadt,"11.9985,54.0506,12.2937,54.2447","12.1409,54.147"
13004,0,Schwerin,ks,0,0,0,0,0,schwerin kreisfreie stadt,"11.2958,53.5444,11.5056,53.6875","11.4167,53.6215"
13071,50,Mecklenburgische Seenplatte,lk,5,3,30,9,3,mecklenburgische seenplatte landkreis,"12.2751,53.1625,13.796,54.0049","13.0025,53.5437"
13072,1,Rostock,lk,0,0,1,0,0,rostock landkreis,"11.5114,53.5673,12.816,54.275","12.221,53.912"
13073,0,Vorpommern-Rügen,lk,0,0,0,0,0,vorpommern-rügen landkreis,"12.2781,53.9738,13.7673,54.685","12.9878,54.2847"
13074,3,Nordwestmecklenburg,lk,1,1,1,0,0,nordwestmecklenburg landkreis,"10.7477,53.5664,11.8105,54.0341","11.2521,53.8215"
13075,0,Vorpommern-Greifswald,lk,0,0,0,0,0,vorpommern-greifswald landkreis,"12.9869,53.2548,14.4124,54.2516","13.7925,53.7893"
13076,16,Ludwigslust-Parchim,lk,3,6,7,0,0,ludwigslust-parchim landkreis,"10.5937,53.1103,12.3664,53.7971","11.5342,53.45"
14511,3,Chemnitz,ks,0,3,0,0,0,chemnitz kreisfreie stadt,"12.7271,50.7412,13.0542,50.9038","12.9118,50.8263"
14521,1,Erzgebirgskreis,lk,0,0,1,0,0,erzgebirgskreis landkreis,"12.4577,50.3973,13.5018,50.8066","12.9451,50.6089"
14522,26,Mittelsachsen,lk,1,5,19,0,1,mittelsachsen landkreis,"12.6174,50.6336,13.6522,51.2347","13.1375,50.9558"
14523,17,Vogtlandkreis,lk,1,0,14,0,2,vogtlandkreis landkreis,"11.8715,50.1715,12.584,50.6771","12.235,50.4568"
14524,19,Zwickau,lk,0,2,17,0,0,zwickau landkreis,"12.2267,50.5467,12.8061,50.9237","12.5258,50.7508"
14612,17,Dresden,ks,0,3,13,1,0,dresden kreisfreie stadt,"13.5797,50.9752,13.9658,51.1777","13.7834,51.0664"
14625,36,Bautzen,lk,2,3,27,4,0,bautzen landkreis,"13.7607,51.0188,14.6991,51.5446","14.231,51.2689"
14626,39,Görlitz,lk,0,5,31,2,1,görlitz landkreis,"14.4401,50.8193,15.0418,51.5973","14.7508,51.2256"
14627,39,Meißen,lk,0,5,31,1,2,meißen landkreis,"13.1822,51.0073,13.8565,51.4542","13.4829,51.2394"
14628,6,Sächsische Schweiz-Osterzgebirge,lk,0,1,4,1,0,sächsische schweiz-osterzgebirge landkreis,"13.4214,50.7169,14.4021,51.0899","13.8734,50.9167"
14713,22,Leipzig,ks,2,2,9,1,8,leipzig kreisfreie stadt,"12.2368,51.2382,12.5426,51.4481","12.3748,51.3422"
14729,59,Leipzig,lk,7,11,36,1,4,leipzig landkreis,"12.1477,50.9788,12.9426,51.4687","12.5995,51.2215"
14730,63,Nordsachsen,lk,3,14,29,2,15,nordsachsen landkreis,"12.1487,51.1997,13.2166,51.685","12.7794,51.4729"
15001,3,Dessau-Roßlau,ks,0,0,2,0,1,dessau-roßlau kreisfreie stadt,"12.1121,51.7338,12.3515,51.9707","12.231,51.8537"
15002,11,Halle (Saale),ks,2,2,7,0,0,halle (saale) kreisfreie stadt,"11.8571,51.4029,12.0884,51.5437","11.9685,51.4798"
15003,22,Magdeburg,ks,4,3,13,1,1,magdeburg kreisfreie stadt,"11.5185,52.0252,11.7639,52.2284","11.6413,52.1165"
15081,31,Altmarkkreis Salzwedel,lk,3,8,19,1,0,altmarkkreis salzwedel landkreis,"10.7552,52.3868,11.6375,52.9416","11.227,52.68"
15082,43,Anhalt-Bitterfeld,lk,3,6,18,3,13,anhalt-bitterfeld landkreis,"11.8382,51.5313,12.5803,52.1041","12.1432,51.7954"
15083,32,Börde,lk,7,3,16,4,2,börde landkreis,"10.9337,51.8929,11.8571,52.5082","11.3478,52.2207"
15084,29,Burgenlandkreis,lk,1,3,24,1,0,burgenlandkreis landkreis,"11.3648,50.938,12.2939,51.3204","11.8835,51.1472"
15085,16,Harz,lk,0,4,8,3,1,harz landkreis,"10.5612,51.566,11.4089,52.0597","10.9586,51.8213"
15086,51,Jerichower Land,lk,3,13,32,3,0,jerichower land landkreis,"11.6873,52.0008,12.3308,52.5757","12.0265,52.2608"
15087,46,Mansfeld-Südharz,lk,3,5,36,1,1,mansfeld-südharz landkreis,"10.8821,51.3398,11.7804,51.7299","11.3564,51.5357"
15088,44,Saalekreis,lk,4,4,25,4,7,saalekreis landkreis,"11.393,51.2334,12.2083,51.6754","11.8655,51.4257"
15089,23,Salzlandkreis,lk,0,4,15,3,1,salzlandkreis landkreis,"11.2396,51.6288,12.02,52.0932","11.6427,51.8518"
15090,74,Stendal,lk,0,9,61,2,2,stendal landkreis,"11.3965,52.3316,12.2575,53.0418","11.8395,52.6968"
15091,22,Wittenberg,lk,6,5,11,0,0,wittenberg landkreis,"12.252,51.6106,13.1871,52.0451","12.7016,51.8202"
16051,10,Erfurt,ks,0,4,1,3,2,erfurt kreisfreie stadt,"10.8553,50.8902,11.1751,51.08","11.0202,50.9832"
16052,9,Gera,ks,0,3,5,0,1,gera kreisfreie stadt,"11.998,50.7991,12.1695,50.9765","12.0827,50.894"
16053,2,Jena,ks,0,0,1,0,1,jena kreisfreie stadt,"11.4993,50.8562,11.6728,50.9891","11.587,50.9242"
16054,1,Suhl,ks,0,1,0,0,0,suhl kreisfreie stadt,"10.552,50.5614,10.8452,50.6885","10.7181,50.6211"
16055,1,Weimar,ks,0,1,0,0,0,weimar kreisfreie stadt,"11.2349,50.9167,11.402,51.0368","11.3179,50.9783"
16056,1,Eisenach,ks,0,0,1,0,0,eisenach kreisfreie stadt,"10.1755,50.93,10.3919,51.0524","10.3001,50.9897"
16061,7,Eichsfeld,lk,1,3,3,0,0,eichsfeld landkreis,"9.9233,51.1906,10.5397,51.5925","10.2535,51.3836"
16062,17,Nordhausen,lk,2,3,12,0,0,nordhausen landkreis,"10.4706,51.3645,10.9797,51.649","10.7309,51.5023"
16063,32,Wartburgkreis,lk,2,3,21,4,2,wartburgkreis landkreis,"9.877,50.6268,10.6172,51.1533","10.2125,50.8936"
16064,12,Unstrut-Hainich-Kreis,lk,2,3,7,0,0,unstrut-hainich-kreis landkreis,"10.1853,51.032,10.9226,51.344","10.5518,51.1852"
16065,19,Kyffhäuserkreis,lk,4,9,3,1,2,kyffhäuserkreis landkreis,"10.4836,51.1993,11.4752,51.4298","10.9848,51.3248"
16066,25,Schmalkalden-Meiningen,lk,2,6,14,2,1,schmalkalden-meiningen landkreis,"10.0372,50.3925,10.7548,50.8513","10.3967,50.6311"
16067,18,Gotha,lk,1,5,8,4,0,gotha landkreis,"10.4009,50.7155,10.9646,51.1118","10.6937,50.9106"
16068,25,Sömmerda,lk,3,4,17,1,0,sömmerda landkreis,"10.8628,51.0091,11.4855,51.3226","11.1548,51.1578"
16069,12,Hildburghausen,lk,2,3,6,0,1,hildburghausen landkreis,"10.4505,50.2048,11.0396,50.6153","10.7341,50.434"
16070,9,Ilm-Kreis,lk,2,2,3,1,1,ilm-kreis landkreis,"10.744,50.5469,11.2241,50.9132","10.9749,50.7426"
16071,22,Weimarer Land,lk,3,3,16,0,0,weimarer land landkreis,"11.106,50.7935,11.6972,51.1194","11.3735,50.9716"
16072,4,Sonneberg,lk,1,0,3,0,0,sonneberg landkreis,"10.9392,50.2678,11.285,50.5665","11.1363,50.4213"
16073,31,Saalfeld-Rudolstadt,lk,1,5,16,8,1,saalfeld-rudolstadt landkreis,"10.9663,50.4208,11.6336,50.835","11.3124,50.6408"
16074,24,Saale-Holzland-Kreis,lk,4,6,13,1,0,saale-holzland-kreis landkreis,"11.4205,50.7468,12.0212,51.0878","11.7316,50.9042"
16075,7,Saale-Orla-Kreis,lk,0,2,5,0,0,saale-orla-kreis landkreis,"11.4599,50.3743,11.9648,50.7993","11.7106,50.5809"
16076,14,Greiz,lk,1,0,11,1,1,greiz landkreis,"11.8581,50.5494,12.322,50.9759","12.0741,50.7484"
16077,14,Altenburger Land,lk,0,2,9,2,1,altenburger land landkreis,"12.2078,50.8096,12.6541,51.1038","12.3991,50.9564"
